Epoch	Learning Rate	Train Loss	Train Acc.	Test Loss	Test Acc.	
63.000000	0.001000	0.002962	1.000000	0.000000	0.000000	
64.000000	0.001000	0.002915	1.000000	0.000000	0.000000	
65.000000	0.001000	0.002985	1.000000	0.000000	0.000000	
66.000000	0.001000	0.003003	1.000000	0.000000	0.000000	
67.000000	0.001000	0.003053	1.000000	0.000000	0.000000	
68.000000	0.001000	0.003121	1.000000	0.000000	0.000000	
69.000000	0.001000	0.002997	1.000000	0.000000	0.000000	
70.000000	0.001000	0.003066	1.000000	0.000000	0.000000	
71.000000	0.001000	0.002928	1.000000	0.000000	0.000000	
72.000000	0.001000	0.002975	1.000000	0.000000	0.000000	
73.000000	0.001000	0.002993	1.000000	0.000000	0.000000	
74.000000	0.001000	0.003068	1.000000	0.000000	0.000000	
75.000000	0.001000	0.002916	1.000000	0.000000	0.000000	
76.000000	0.001000	0.002933	1.000000	0.000000	0.000000	
77.000000	0.001000	0.002984	1.000000	0.000000	0.000000	
78.000000	0.001000	0.003080	1.000000	0.000000	0.000000	
79.000000	0.001000	0.002942	1.000000	0.000000	0.000000	
80.000000	0.001000	0.002970	1.000000	0.000000	0.000000	
81.000000	0.001000	0.003018	1.000000	0.000000	0.000000	
82.000000	0.001000	0.003023	1.000000	0.000000	0.000000	
83.000000	0.001000	0.002970	1.000000	0.000000	0.000000	
84.000000	0.001000	0.002992	1.000000	0.000000	0.000000	
85.000000	0.001000	0.002951	1.000000	0.000000	0.000000	
86.000000	0.001000	0.002990	1.000000	0.000000	0.000000	
87.000000	0.001000	0.002901	1.000000	0.000000	0.000000	
88.000000	0.001000	0.002966	1.000000	0.000000	0.000000	
89.000000	0.001000	0.003002	1.000000	0.000000	0.000000	
90.000000	0.001000	0.003037	1.000000	0.000000	0.000000	
91.000000	0.000100	0.002998	1.000000	0.000000	0.000000	
92.000000	0.000100	0.002970	1.000000	0.000000	0.000000	
93.000000	0.000100	0.003085	1.000000	0.000000	0.000000	
94.000000	0.000100	0.002990	1.000000	0.000000	0.000000	
95.000000	0.000100	0.003044	1.000000	0.000000	0.000000	
96.000000	0.000100	0.003041	1.000000	0.000000	0.000000	
97.000000	0.000100	0.002966	1.000000	0.000000	0.000000	
98.000000	0.000100	0.003022	1.000000	0.000000	0.000000	
99.000000	0.000100	0.002983	1.000000	0.000000	0.000000	
100.000000	0.000100	0.002928	1.000000	0.000000	0.000000	
1.000000	0.100000	0.051196	0.983698	0.000000	0.000000	
2.000000	0.100000	0.094028	0.965669	0.000000	0.000000	
3.000000	0.100000	0.081699	0.972957	0.000000	0.000000	
4.000000	0.100000	0.064134	0.977369	0.000000	0.000000	
5.000000	0.100000	0.043111	0.985232	0.000000	0.000000	
6.000000	0.100000	0.050379	0.981396	0.000000	0.000000	
7.000000	0.100000	0.069756	0.977369	0.000000	0.000000	
8.000000	0.100000	0.049667	0.984657	0.000000	0.000000	
9.000000	0.100000	0.045550	0.984273	0.000000	0.000000	
10.000000	0.100000	0.063532	0.979095	0.000000	0.000000	
11.000000	0.100000	0.055209	0.980245	0.000000	0.000000	
12.000000	0.100000	0.049881	0.981396	0.000000	0.000000	
13.000000	0.100000	0.047864	0.982739	0.000000	0.000000	
14.000000	0.100000	0.027378	0.991945	0.000000	0.000000	
15.000000	0.100000	0.034122	0.989068	0.000000	0.000000	
16.000000	0.100000	0.022415	0.992328	0.000000	0.000000	
17.000000	0.100000	0.046602	0.984081	0.000000	0.000000	
18.000000	0.100000	0.068428	0.974875	0.000000	0.000000	
19.000000	0.100000	0.054703	0.979287	0.000000	0.000000	
20.000000	0.100000	0.039297	0.985616	0.000000	0.000000	
21.000000	0.100000	0.037778	0.986575	0.000000	0.000000	
22.000000	0.100000	0.051970	0.981396	0.000000	0.000000	
23.000000	0.100000	0.049633	0.983698	0.000000	0.000000	
24.000000	0.100000	0.035180	0.988684	0.000000	0.000000	
25.000000	0.100000	0.035893	0.988493	0.000000	0.000000	
26.000000	0.100000	0.052279	0.979670	0.000000	0.000000	
27.000000	0.100000	0.045307	0.982163	0.000000	0.000000	
28.000000	0.100000	0.052414	0.979287	0.000000	0.000000	
29.000000	0.100000	0.043194	0.984657	0.000000	0.000000	
30.000000	0.100000	0.031787	0.989451	0.000000	0.000000	
31.000000	0.010000	0.010390	0.997699	0.000000	0.000000	
32.000000	0.010000	0.005589	0.999808	0.000000	0.000000	
33.000000	0.010000	0.004504	0.999808	0.000000	0.000000	
34.000000	0.010000	0.004199	0.999616	0.000000	0.000000	
35.000000	0.010000	0.003439	0.999808	0.000000	0.000000	
36.000000	0.010000	0.003451	1.000000	0.000000	0.000000	
37.000000	0.010000	0.003249	1.000000	0.000000	0.000000	
38.000000	0.010000	0.003062	1.000000	0.000000	0.000000	
39.000000	0.010000	0.002906	1.000000	0.000000	0.000000	
40.000000	0.010000	0.002761	1.000000	0.000000	0.000000	
41.000000	0.010000	0.002718	1.000000	0.000000	0.000000	
42.000000	0.010000	0.002729	1.000000	0.000000	0.000000	
43.000000	0.010000	0.002779	1.000000	0.000000	0.000000	
44.000000	0.010000	0.002575	1.000000	0.000000	0.000000	
45.000000	0.010000	0.002536	1.000000	0.000000	0.000000	
46.000000	0.010000	0.002546	1.000000	0.000000	0.000000	
47.000000	0.010000	0.002545	1.000000	0.000000	0.000000	
48.000000	0.010000	0.002541	1.000000	0.000000	0.000000	
49.000000	0.010000	0.002572	1.000000	0.000000	0.000000	
50.000000	0.010000	0.002435	1.000000	0.000000	0.000000	
51.000000	0.010000	0.002373	1.000000	0.000000	0.000000	
52.000000	0.010000	0.002305	1.000000	0.000000	0.000000	
53.000000	0.010000	0.002338	1.000000	0.000000	0.000000	
54.000000	0.010000	0.002431	1.000000	0.000000	0.000000	
55.000000	0.010000	0.002333	1.000000	0.000000	0.000000	
56.000000	0.010000	0.002370	1.000000	0.000000	0.000000	
57.000000	0.010000	0.002466	1.000000	0.000000	0.000000	
58.000000	0.010000	0.002463	1.000000	0.000000	0.000000	
59.000000	0.010000	0.002354	1.000000	0.000000	0.000000	
60.000000	0.010000	0.002489	1.000000	0.000000	0.000000	
61.000000	0.001000	0.002356	1.000000	0.000000	0.000000	
62.000000	0.001000	0.002293	1.000000	0.000000	0.000000	
63.000000	0.001000	0.002324	1.000000	0.000000	0.000000	
64.000000	0.001000	0.002364	1.000000	0.000000	0.000000	
65.000000	0.001000	0.002367	1.000000	0.000000	0.000000	
66.000000	0.001000	0.002372	1.000000	0.000000	0.000000	
67.000000	0.001000	0.002390	1.000000	0.000000	0.000000	
68.000000	0.001000	0.002361	1.000000	0.000000	0.000000	
69.000000	0.001000	0.002354	1.000000	0.000000	0.000000	
70.000000	0.001000	0.002285	1.000000	0.000000	0.000000	
71.000000	0.001000	0.002321	1.000000	0.000000	0.000000	
72.000000	0.001000	0.002374	1.000000	0.000000	0.000000	
73.000000	0.001000	0.002326	1.000000	0.000000	0.000000	
74.000000	0.001000	0.002443	1.000000	0.000000	0.000000	
75.000000	0.001000	0.002325	1.000000	0.000000	0.000000	
76.000000	0.001000	0.002331	1.000000	0.000000	0.000000	
77.000000	0.001000	0.002358	1.000000	0.000000	0.000000	
78.000000	0.001000	0.002447	1.000000	0.000000	0.000000	
79.000000	0.001000	0.002406	1.000000	0.000000	0.000000	
80.000000	0.001000	0.002328	1.000000	0.000000	0.000000	
81.000000	0.001000	0.002343	1.000000	0.000000	0.000000	
82.000000	0.001000	0.002396	1.000000	0.000000	0.000000	
83.000000	0.001000	0.002412	1.000000	0.000000	0.000000	
84.000000	0.001000	0.002403	1.000000	0.000000	0.000000	
85.000000	0.001000	0.002358	1.000000	0.000000	0.000000	
86.000000	0.001000	0.002353	1.000000	0.000000	0.000000	
87.000000	0.001000	0.002347	1.000000	0.000000	0.000000	
88.000000	0.001000	0.002387	1.000000	0.000000	0.000000	
89.000000	0.001000	0.002306	1.000000	0.000000	0.000000	
90.000000	0.001000	0.002399	1.000000	0.000000	0.000000	
91.000000	0.000100	0.002353	1.000000	0.000000	0.000000	
92.000000	0.000100	0.002380	1.000000	0.000000	0.000000	
93.000000	0.000100	0.002415	1.000000	0.000000	0.000000	
94.000000	0.000100	0.002340	1.000000	0.000000	0.000000	
95.000000	0.000100	0.002387	1.000000	0.000000	0.000000	
96.000000	0.000100	0.002317	1.000000	0.000000	0.000000	
97.000000	0.000100	0.002407	1.000000	0.000000	0.000000	
98.000000	0.000100	0.002420	1.000000	0.000000	0.000000	
99.000000	0.000100	0.002392	1.000000	0.000000	0.000000	
100.000000	0.000100	0.002477	1.000000	0.000000	0.000000	
1.000000	0.100000	0.033531	0.988301	0.000000	0.000000	
2.000000	0.100000	0.087733	0.967395	0.000000	0.000000	
3.000000	0.100000	0.094724	0.967587	0.000000	0.000000	
4.000000	0.100000	0.064690	0.975834	0.000000	0.000000	
5.000000	0.100000	0.068080	0.977560	0.000000	0.000000	
6.000000	0.100000	0.051832	0.981972	0.000000	0.000000	
7.000000	0.100000	0.045055	0.984657	0.000000	0.000000	
8.000000	0.100000	0.050415	0.981780	0.000000	0.000000	
9.000000	0.100000	0.023322	0.992328	0.000000	0.000000	
10.000000	0.100000	0.057709	0.979478	0.000000	0.000000	
11.000000	0.100000	0.062966	0.978903	0.000000	0.000000	
12.000000	0.100000	0.035964	0.988109	0.000000	0.000000	
13.000000	0.100000	0.048982	0.982355	0.000000	0.000000	
14.000000	0.100000	0.035075	0.988493	0.000000	0.000000	
15.000000	0.100000	0.046500	0.983890	0.000000	0.000000	
16.000000	0.100000	0.047925	0.983890	0.000000	0.000000	
17.000000	0.100000	0.062412	0.978519	0.000000	0.000000	
18.000000	0.100000	0.058061	0.981588	0.000000	0.000000	
19.000000	0.100000	0.057581	0.978711	0.000000	0.000000	
20.000000	0.100000	0.031666	0.990602	0.000000	0.000000	
21.000000	0.100000	0.021636	0.992520	0.000000	0.000000	
22.000000	0.100000	0.028901	0.988493	0.000000	0.000000	
23.000000	0.100000	0.026963	0.990986	0.000000	0.000000	
24.000000	0.100000	0.024736	0.990986	0.000000	0.000000	
25.000000	0.100000	0.032229	0.989643	0.000000	0.000000	
26.000000	0.100000	0.055855	0.980054	0.000000	0.000000	
27.000000	0.100000	0.067555	0.976026	0.000000	0.000000	
28.000000	0.100000	0.043742	0.985616	0.000000	0.000000	
29.000000	0.100000	0.046010	0.984657	0.000000	0.000000	
30.000000	0.100000	0.055956	0.981204	0.000000	0.000000	
31.000000	0.010000	0.017299	0.995397	0.000000	0.000000	
32.000000	0.010000	0.007382	0.999425	0.000000	0.000000	
33.000000	0.010000	0.005795	0.999808	0.000000	0.000000	
34.000000	0.010000	0.005037	0.999808	0.000000	0.000000	
35.000000	0.010000	0.004612	1.000000	0.000000	0.000000	
36.000000	0.010000	0.004284	1.000000	0.000000	0.000000	
37.000000	0.010000	0.003926	1.000000	0.000000	0.000000	
38.000000	0.010000	0.003608	1.000000	0.000000	0.000000	
39.000000	0.010000	0.003385	1.000000	0.000000	0.000000	
40.000000	0.010000	0.003262	1.000000	0.000000	0.000000	
41.000000	0.010000	0.003214	1.000000	0.000000	0.000000	
42.000000	0.010000	0.003182	1.000000	0.000000	0.000000	
43.000000	0.010000	0.003089	1.000000	0.000000	0.000000	
44.000000	0.010000	0.002868	1.000000	0.000000	0.000000	
45.000000	0.010000	0.002859	1.000000	0.000000	0.000000	
46.000000	0.010000	0.002667	1.000000	0.000000	0.000000	
47.000000	0.010000	0.002760	1.000000	0.000000	0.000000	
48.000000	0.010000	0.002844	1.000000	0.000000	0.000000	
49.000000	0.010000	0.002750	1.000000	0.000000	0.000000	
50.000000	0.010000	0.002591	1.000000	0.000000	0.000000	
51.000000	0.010000	0.002598	1.000000	0.000000	0.000000	
52.000000	0.010000	0.002569	1.000000	0.000000	0.000000	
53.000000	0.010000	0.002513	1.000000	0.000000	0.000000	
54.000000	0.010000	0.002643	1.000000	0.000000	0.000000	
55.000000	0.010000	0.002607	1.000000	0.000000	0.000000	
56.000000	0.010000	0.002639	1.000000	0.000000	0.000000	
57.000000	0.010000	0.002579	1.000000	0.000000	0.000000	
58.000000	0.010000	0.002567	1.000000	0.000000	0.000000	
59.000000	0.010000	0.002511	1.000000	0.000000	0.000000	
60.000000	0.010000	0.002540	1.000000	0.000000	0.000000	
61.000000	0.001000	0.002373	1.000000	0.000000	0.000000	
62.000000	0.001000	0.002378	1.000000	0.000000	0.000000	
63.000000	0.001000	0.002372	1.000000	0.000000	0.000000	
64.000000	0.001000	0.002434	1.000000	0.000000	0.000000	
65.000000	0.001000	0.002515	1.000000	0.000000	0.000000	
66.000000	0.001000	0.002408	1.000000	0.000000	0.000000	
67.000000	0.001000	0.002406	1.000000	0.000000	0.000000	
68.000000	0.001000	0.002440	1.000000	0.000000	0.000000	
69.000000	0.001000	0.002480	1.000000	0.000000	0.000000	
70.000000	0.001000	0.002483	1.000000	0.000000	0.000000	
71.000000	0.001000	0.002467	1.000000	0.000000	0.000000	
72.000000	0.001000	0.002495	1.000000	0.000000	0.000000	
73.000000	0.001000	0.002405	1.000000	0.000000	0.000000	
74.000000	0.001000	0.002358	1.000000	0.000000	0.000000	
75.000000	0.001000	0.002379	1.000000	0.000000	0.000000	
76.000000	0.001000	0.002352	1.000000	0.000000	0.000000	
77.000000	0.001000	0.002480	1.000000	0.000000	0.000000	
78.000000	0.001000	0.002396	1.000000	0.000000	0.000000	
79.000000	0.001000	0.002500	1.000000	0.000000	0.000000	
80.000000	0.001000	0.002424	1.000000	0.000000	0.000000	
81.000000	0.001000	0.002450	1.000000	0.000000	0.000000	
82.000000	0.001000	0.002379	1.000000	0.000000	0.000000	
83.000000	0.001000	0.002410	1.000000	0.000000	0.000000	
84.000000	0.001000	0.002462	1.000000	0.000000	0.000000	
85.000000	0.001000	0.002393	1.000000	0.000000	0.000000	
86.000000	0.001000	0.002437	1.000000	0.000000	0.000000	
87.000000	0.001000	0.002419	1.000000	0.000000	0.000000	
88.000000	0.001000	0.002381	1.000000	0.000000	0.000000	
89.000000	0.001000	0.002420	1.000000	0.000000	0.000000	
90.000000	0.001000	0.002390	1.000000	0.000000	0.000000	
91.000000	0.000100	0.002403	1.000000	0.000000	0.000000	
92.000000	0.000100	0.002466	1.000000	0.000000	0.000000	
93.000000	0.000100	0.002390	1.000000	0.000000	0.000000	
94.000000	0.000100	0.002379	1.000000	0.000000	0.000000	
95.000000	0.000100	0.002442	1.000000	0.000000	0.000000	
96.000000	0.000100	0.002345	1.000000	0.000000	0.000000	
97.000000	0.000100	0.002533	1.000000	0.000000	0.000000	
98.000000	0.000100	0.002376	1.000000	0.000000	0.000000	
99.000000	0.000100	0.002383	1.000000	0.000000	0.000000	
100.000000	0.000100	0.002395	1.000000	0.000000	0.000000	
1.000000	0.100000	0.033846	0.989258	0.000000	0.000000	
2.000000	0.100000	0.101004	0.960675	0.000000	0.000000	
3.000000	0.100000	0.063870	0.978899	0.000000	0.000000	
4.000000	0.100000	0.053514	0.981585	0.000000	0.000000	
5.000000	0.100000	0.044894	0.983695	0.000000	0.000000	
6.000000	0.100000	0.055409	0.982352	0.000000	0.000000	
7.000000	0.100000	0.049310	0.984462	0.000000	0.000000	
8.000000	0.100000	0.059354	0.978899	0.000000	0.000000	
9.000000	0.100000	0.037111	0.988490	0.000000	0.000000	
10.000000	0.100000	0.042464	0.985229	0.000000	0.000000	
11.000000	0.100000	0.040256	0.986764	0.000000	0.000000	
12.000000	0.100000	0.026791	0.991943	0.000000	0.000000	
13.000000	0.100000	0.014959	0.995780	0.000000	0.000000	
14.000000	0.100000	0.016492	0.995588	0.000000	0.000000	
15.000000	0.100000	0.019154	0.993670	0.000000	0.000000	
16.000000	0.100000	0.035199	0.988682	0.000000	0.000000	
17.000000	0.100000	0.105069	0.962977	0.000000	0.000000	
18.000000	0.100000	0.073942	0.974295	0.000000	0.000000	
19.000000	0.100000	0.037383	0.986956	0.000000	0.000000	
20.000000	0.100000	0.023979	0.992711	0.000000	0.000000	
21.000000	0.100000	0.021258	0.994821	0.000000	0.000000	
22.000000	0.100000	0.019160	0.994245	0.000000	0.000000	
23.000000	0.100000	0.027501	0.991560	0.000000	0.000000	
24.000000	0.100000	0.012036	0.996931	0.000000	0.000000	
25.000000	0.100000	0.008344	0.998082	0.000000	0.000000	
26.000000	0.100000	0.015509	0.995396	0.000000	0.000000	
27.000000	0.100000	0.040408	0.986572	0.000000	0.000000	
28.000000	0.100000	0.079157	0.969883	0.000000	0.000000	
29.000000	0.100000	0.051129	0.980242	0.000000	0.000000	
30.000000	0.100000	0.032615	0.989833	0.000000	0.000000	
31.000000	0.010000	0.013873	0.996355	0.000000	0.000000	
32.000000	0.010000	0.005430	0.999616	0.000000	0.000000	
33.000000	0.010000	0.004145	1.000000	0.000000	0.000000	
34.000000	0.010000	0.003580	1.000000	0.000000	0.000000	
35.000000	0.010000	0.003462	1.000000	0.000000	0.000000	
36.000000	0.010000	0.003111	1.000000	0.000000	0.000000	
37.000000	0.010000	0.002972	1.000000	0.000000	0.000000	
38.000000	0.010000	0.002809	1.000000	0.000000	0.000000	
39.000000	0.010000	0.002699	1.000000	0.000000	0.000000	
40.000000	0.010000	0.002634	1.000000	0.000000	0.000000	
41.000000	0.010000	0.002588	1.000000	0.000000	0.000000	
42.000000	0.010000	0.002562	1.000000	0.000000	0.000000	
43.000000	0.010000	0.002539	1.000000	0.000000	0.000000	
44.000000	0.010000	0.002470	1.000000	0.000000	0.000000	
45.000000	0.010000	0.002448	1.000000	0.000000	0.000000	
46.000000	0.010000	0.002374	1.000000	0.000000	0.000000	
47.000000	0.010000	0.002340	1.000000	0.000000	0.000000	
48.000000	0.010000	0.002413	1.000000	0.000000	0.000000	
49.000000	0.010000	0.002377	1.000000	0.000000	0.000000	
50.000000	0.010000	0.002421	1.000000	0.000000	0.000000	
51.000000	0.010000	0.002269	1.000000	0.000000	0.000000	
52.000000	0.010000	0.002279	1.000000	0.000000	0.000000	
53.000000	0.010000	0.002382	1.000000	0.000000	0.000000	
54.000000	0.010000	0.002355	1.000000	0.000000	0.000000	
55.000000	0.010000	0.002361	1.000000	0.000000	0.000000	
56.000000	0.010000	0.002382	1.000000	0.000000	0.000000	
57.000000	0.010000	0.002441	1.000000	0.000000	0.000000	
58.000000	0.010000	0.002267	1.000000	0.000000	0.000000	
59.000000	0.010000	0.002471	1.000000	0.000000	0.000000	
60.000000	0.010000	0.002300	1.000000	0.000000	0.000000	
61.000000	0.001000	0.002314	1.000000	0.000000	0.000000	
62.000000	0.001000	0.002323	1.000000	0.000000	0.000000	
63.000000	0.001000	0.002331	1.000000	0.000000	0.000000	
64.000000	0.001000	0.002294	1.000000	0.000000	0.000000	
65.000000	0.001000	0.002310	1.000000	0.000000	0.000000	
66.000000	0.001000	0.002306	1.000000	0.000000	0.000000	
67.000000	0.001000	0.002282	1.000000	0.000000	0.000000	
68.000000	0.001000	0.002290	1.000000	0.000000	0.000000	
69.000000	0.001000	0.002272	1.000000	0.000000	0.000000	
70.000000	0.001000	0.002319	1.000000	0.000000	0.000000	
71.000000	0.001000	0.002338	1.000000	0.000000	0.000000	
72.000000	0.001000	0.002330	1.000000	0.000000	0.000000	
73.000000	0.001000	0.002321	1.000000	0.000000	0.000000	
74.000000	0.001000	0.002295	1.000000	0.000000	0.000000	
75.000000	0.001000	0.002327	1.000000	0.000000	0.000000	
76.000000	0.001000	0.002322	1.000000	0.000000	0.000000	
77.000000	0.001000	0.002273	1.000000	0.000000	0.000000	
78.000000	0.001000	0.002281	1.000000	0.000000	0.000000	
79.000000	0.001000	0.002275	1.000000	0.000000	0.000000	
80.000000	0.001000	0.002304	1.000000	0.000000	0.000000	
81.000000	0.001000	0.002308	1.000000	0.000000	0.000000	
82.000000	0.001000	0.002299	1.000000	0.000000	0.000000	
83.000000	0.001000	0.002294	1.000000	0.000000	0.000000	
84.000000	0.001000	0.002425	1.000000	0.000000	0.000000	
85.000000	0.001000	0.002285	1.000000	0.000000	0.000000	
86.000000	0.001000	0.002284	1.000000	0.000000	0.000000	
87.000000	0.001000	0.002302	1.000000	0.000000	0.000000	
88.000000	0.001000	0.002359	1.000000	0.000000	0.000000	
89.000000	0.001000	0.002350	1.000000	0.000000	0.000000	
90.000000	0.001000	0.002248	1.000000	0.000000	0.000000	
91.000000	0.000100	0.002324	1.000000	0.000000	0.000000	
92.000000	0.000100	0.002337	1.000000	0.000000	0.000000	
93.000000	0.000100	0.002281	1.000000	0.000000	0.000000	
94.000000	0.000100	0.002324	1.000000	0.000000	0.000000	
95.000000	0.000100	0.002321	1.000000	0.000000	0.000000	
96.000000	0.000100	0.002252	1.000000	0.000000	0.000000	
97.000000	0.000100	0.002315	1.000000	0.000000	0.000000	
98.000000	0.000100	0.002324	1.000000	0.000000	0.000000	
99.000000	0.000100	0.002428	1.000000	0.000000	0.000000	
100.000000	0.000100	0.002353	1.000000	0.000000	0.000000	
1.000000	0.100000	0.066172	0.977177	0.000000	0.000000	
2.000000	0.100000	0.087528	0.969697	0.000000	0.000000	
3.000000	0.100000	0.075405	0.976410	0.000000	0.000000	
4.000000	0.100000	0.069003	0.976601	0.000000	0.000000	
5.000000	0.100000	0.065011	0.976218	0.000000	0.000000	
6.000000	0.100000	0.100021	0.964710	0.000000	0.000000	
7.000000	0.100000	0.040395	0.986383	0.000000	0.000000	
8.000000	0.100000	0.023840	0.990794	0.000000	0.000000	
9.000000	0.100000	0.013163	0.995972	0.000000	0.000000	
10.000000	0.100000	0.011908	0.997315	0.000000	0.000000	
11.000000	0.100000	0.013500	0.995972	0.000000	0.000000	
12.000000	0.100000	0.047838	0.983122	0.000000	0.000000	
13.000000	0.100000	0.050534	0.980821	0.000000	0.000000	
14.000000	0.100000	0.057980	0.980821	0.000000	0.000000	
15.000000	0.100000	0.048886	0.982163	0.000000	0.000000	
16.000000	0.100000	0.023483	0.992712	0.000000	0.000000	
17.000000	0.100000	0.034131	0.987342	0.000000	0.000000	
18.000000	0.100000	0.029773	0.990410	0.000000	0.000000	
19.000000	0.100000	0.030764	0.990602	0.000000	0.000000	
20.000000	0.100000	0.027433	0.990602	0.000000	0.000000	
21.000000	0.100000	0.021014	0.993479	0.000000	0.000000	
22.000000	0.100000	0.043965	0.984465	0.000000	0.000000	
23.000000	0.100000	0.046513	0.983698	0.000000	0.000000	
24.000000	0.100000	0.058891	0.977752	0.000000	0.000000	
25.000000	0.100000	0.033702	0.990027	0.000000	0.000000	
26.000000	0.100000	0.031877	0.988301	0.000000	0.000000	
27.000000	0.100000	0.051417	0.984081	0.000000	0.000000	
28.000000	0.100000	0.036569	0.986958	0.000000	0.000000	
29.000000	0.100000	0.025187	0.990219	0.000000	0.000000	
30.000000	0.100000	0.041031	0.986766	0.000000	0.000000	
31.000000	0.010000	0.010669	0.997507	0.000000	0.000000	
32.000000	0.010000	0.004527	1.000000	0.000000	0.000000	
33.000000	0.010000	0.003456	1.000000	0.000000	0.000000	
34.000000	0.010000	0.003141	1.000000	0.000000	0.000000	
35.000000	0.010000	0.002862	1.000000	0.000000	0.000000	
36.000000	0.010000	0.002792	1.000000	0.000000	0.000000	
37.000000	0.010000	0.002601	1.000000	0.000000	0.000000	
38.000000	0.010000	0.002572	1.000000	0.000000	0.000000	
39.000000	0.010000	0.002520	1.000000	0.000000	0.000000	
40.000000	0.010000	0.002410	1.000000	0.000000	0.000000	
41.000000	0.010000	0.002348	1.000000	0.000000	0.000000	
42.000000	0.010000	0.002232	1.000000	0.000000	0.000000	
43.000000	0.010000	0.002222	1.000000	0.000000	0.000000	
44.000000	0.010000	0.002248	1.000000	0.000000	0.000000	
45.000000	0.010000	0.002208	1.000000	0.000000	0.000000	
46.000000	0.010000	0.002186	1.000000	0.000000	0.000000	
47.000000	0.010000	0.002121	1.000000	0.000000	0.000000	
48.000000	0.010000	0.002162	1.000000	0.000000	0.000000	
49.000000	0.010000	0.002167	1.000000	0.000000	0.000000	
